,title,discountedPrice,price,subType,type,rating,Member_number,foodtype
270,Best Farms Masoor Dal 1 kg,119.0,142.0,Dal and Pulses,Staples,4.0,2810,"Foodgrains, Oil & Masala"
272,Pick N Cook Sharmili Rajma 500 g,72.0,78.0,Dal and Pulses,Staples,4.4,4222,"Foodgrains, Oil & Masala"
274,Good Life Punjabi Mix Dal 500 g,65.0,82.0,Dal and Pulses,Staples,4.5,2212,"Foodgrains, Oil & Masala"
275,Pick N Cook Black / Brown Mausami Chana 500 g,70.0,76.0,Dal and Pulses,Staples,5.0,1507,"Foodgrains, Oil & Masala"
277,Pick N Cook Premium Moong Dal 500 g,75.0,81.0,Dal and Pulses,Staples,4.1,3429,"Foodgrains, Oil & Masala"
279,Pick N Cook Premium Urad Dal 1 kg,160.0,174.0,Dal and Pulses,Staples,3.9,2970,"Foodgrains, Oil & Masala"
280,Satyam Singdana 500 g,89.0,109.0,Dal and Pulses,Staples,3.0,2013,"Foodgrains, Oil & Masala"
283,Pick N Cook Premium Gujrat Tur / Arhar Dal 500 g,77.0,83.0,Dal and Pulses,Staples,3.5,3935,"Foodgrains, Oil & Masala"
285,Pick N Cook Small Chawli 500 g,85.0,92.0,Dal and Pulses,Staples,4.3,3268,"Foodgrains, Oil & Masala"
286,Pick N Cook Premium Gujrat Tur / Arhar Dal 1 kg,149.0,162.0,Dal and Pulses,Staples,4.3,3677,"Foodgrains, Oil & Masala"
287,Pick N Cook Split Moong 1 kg,140.0,152.0,Dal and Pulses,Staples,4.5,3495,"Foodgrains, Oil & Masala"
288,Best Farms Double Beans 500 g,95.0,103.0,Dal and Pulses,Staples,5.0,1410,"Foodgrains, Oil & Masala"
289,Pick N Cook White Gota Urad 500 g,84.0,91.0,Dal and Pulses,Staples,4.5,2440,"Foodgrains, Oil & Masala"
292,I Love Peanuts 500 g,108.81,117.0,Dal and Pulses,Staples,3.3,4229,"Foodgrains, Oil & Masala"
294,Tata Sampann High Protein Unpolished Urad Dal 500 g,87.42,94.0,Dal and Pulses,Staples,4.3,4694,"Foodgrains, Oil & Masala"
295,Good Life Big Brown Chana 500 g,53.0,58.0,Dal and Pulses,Staples,3.7,2836,"Foodgrains, Oil & Masala"
296,Toor Dal 5 kg,510.0,650.0,Dal and Pulses,Staples,3.9,1311,"Foodgrains, Oil & Masala"
298,Pick N Cook Matki Dal 500 g,92.0,100.0,Dal and Pulses,Staples,1.0,3656,"Foodgrains, Oil & Masala"
299,I Love Premium Split Moong 500 g,104.16,112.0,Dal and Pulses,Staples,1.0,3720,"Foodgrains, Oil & Masala"
300,Satyam Big Wal 500 g,107.88,116.0,Dal and Pulses,Staples,4.1,2996,"Foodgrains, Oil & Masala"
301,I Love Premium Gujrat Toor Dal 500 g,97.65,105.0,Dal and Pulses,Staples,3.9,1949,"Foodgrains, Oil & Masala"
302,Satyam Wal Dal 500 g,107.88,116.0,Dal and Pulses,Staples,4.3,4498,"Foodgrains, Oil & Masala"
303,I Love Premium Polished Moong Dal 500 g,100.44,108.0,Dal and Pulses,Staples,5.0,2447,"Foodgrains, Oil & Masala"
304,Nutrapoorna Mix Kathod 500 g,85.0,92.0,Dal and Pulses,Staples,3.0,1952,"Foodgrains, Oil & Masala"
305,Good Life Oily Toor Dal 500 g,66.0,85.0,Dal and Pulses,Staples,4.2,4099,"Foodgrains, Oil & Masala"
306,I Love Sharmili Rajma 500 g,121.83,131.0,Dal and Pulses,Staples,2.5,1804,"Foodgrains, Oil & Masala"
308,24 Mantra Organic Brown Chana 500 g,74.4,80.0,Dal and Pulses,Staples,4.4,2879,"Foodgrains, Oil & Masala"
309,24 Mantra Organic Split Moong 500 g,111.6,120.0,Dal and Pulses,Staples,4.3,4899,"Foodgrains, Oil & Masala"
311,24 Mantra Organic Gota Urad 500 g,125.55,135.0,Dal and Pulses,Staples,2.6,1670,"Foodgrains, Oil & Masala"
312,Satyam Tur / Arhar Dal 500 g,101.37,109.0,Dal and Pulses,Staples,4.3,1117,"Foodgrains, Oil & Masala"
316,MeraKisan Organic Mix Dal 500 g,110.67,119.0,Dal and Pulses,Staples,3.6,4651,"Foodgrains, Oil & Masala"
318,Satyam Whole Masoor 500 g,79.98,86.0,Dal and Pulses,Staples,4.2,4429,"Foodgrains, Oil & Masala"
319,Satyam Urad Dal 500 g,114.39,123.0,Dal and Pulses,Staples,4.1,4645,"Foodgrains, Oil & Masala"
320,Deccan Organic Peanuts 1 kg,186.75,249.0,Dal and Pulses,Staples,4.3,4019,"Foodgrains, Oil & Masala"
322,Pro Nature Organic Kabuli Chana 500 g,128.34,138.0,Dal and Pulses,Staples,2.8,3006,"Foodgrains, Oil & Masala"
325,Organic Tattva Black / Brown Chana 500 g,63.75,85.0,Dal and Pulses,Staples,3.8,1765,"Foodgrains, Oil & Masala"
329,Organic Tattva Roasted Chana Dal 500 g,86.25,115.0,Dal and Pulses,Staples,4.5,1723,"Foodgrains, Oil & Masala"
332,Deccan Organic White Cowpea / Chawli 500 g,79.2,99.0,Dal and Pulses,Staples,3.5,2946,"Foodgrains, Oil & Masala"
334,Pro Nature Organic Whole Moong 500 g,143.22,154.0,Dal and Pulses,Staples,4.0,4170,"Foodgrains, Oil & Masala"
335,Pro Nature Organic Green Split Chilka Moong 500 g,145.08,156.0,Dal and Pulses,Staples,4.1,1109,"Foodgrains, Oil & Masala"
337,24 Mantra Organic Green Whole Moong 500 g,111.6,120.0,Dal and Pulses,Staples,2.5,2055,"Foodgrains, Oil & Masala"
339,Deccan Organic Masoor Dal 500 g,92.0,115.0,Dal and Pulses,Staples,4.2,2441,"Foodgrains, Oil & Masala"
340,Deccan Organic Pancharatna Dal 500 g,97.5,125.0,Dal and Pulses,Staples,4.5,1054,"Foodgrains, Oil & Masala"
341,Deccan Organic Red Rajma 500 g,111.6,120.0,Dal and Pulses,Staples,4.1,4818,"Foodgrains, Oil & Masala"
342,Deccan Organic Whole Masoor 500 g,87.2,109.0,Dal and Pulses,Staples,2.4,3379,"Foodgrains, Oil & Masala"
344,MeraKisan Organic Red Rajma 500 g,115.32,124.0,Dal and Pulses,Staples,4.2,1367,"Foodgrains, Oil & Masala"
345,MeraKisan Organic Matki 500 g,94.86,102.0,Dal and Pulses,Staples,4.3,1043,"Foodgrains, Oil & Masala"
346,Pro Nature Organic Raw Peanuts 500 g,130.2,140.0,Dal and Pulses,Staples,3.5,2231,"Foodgrains, Oil & Masala"
348,Deccan Organic Raw Peanuts 500 g,96.75,129.0,Dal and Pulses,Staples,5.0,4554,"Foodgrains, Oil & Masala"
349,Pro Nature Raw Peanuts 1 kg,251.1,270.0,Dal and Pulses,Staples,3.4,3245,"Foodgrains, Oil & Masala"
351,Pro Nature Organic Unpolished Tur / Arhar Dal 500 g,98.58,106.0,Dal and Pulses,Staples,4.2,2507,"Foodgrains, Oil & Masala"
353,Organic Tattva Tur / Arhar Dal 1 kg,180.0,240.0,Dal and Pulses,Staples,4.0,3929,"Foodgrains, Oil & Masala"
354,24 Mantra Organic Tur / Arhar Dal 1 kg,241.8,260.0,Dal and Pulses,Staples,4.3,3760,"Foodgrains, Oil & Masala"
355,Deccan Organic Tur / Arhar Dal 500 g,89.0,125.0,Dal and Pulses,Staples,4.3,4928,"Foodgrains, Oil & Masala"
356,Deccan Organic Tur / Arhar Dal 1 kg,164.0,205.0,Dal and Pulses,Staples,4.2,4217,"Foodgrains, Oil & Masala"
357,MeraKisan Organic Toor / Arhar Dal 1 kg,203.67,219.0,Dal and Pulses,Staples,4.0,1174,"Foodgrains, Oil & Masala"
358,Pro Nature Organic Whole Black Urad 500 g,124.62,134.0,Dal and Pulses,Staples,4.1,4103,"Foodgrains, Oil & Masala"
359,Pro Nature Organic Black Spilt Chilka Urad 500 g,126.48,136.0,Dal and Pulses,Staples,5.0,4408,"Foodgrains, Oil & Masala"
360,Pro Nature Organic White Urad Dal 500 g,135.78,146.0,Dal and Pulses,Staples,5.0,2588,"Foodgrains, Oil & Masala"
362,Pro Nature Organic Whole White Urad 500 g,137.64,148.0,Dal and Pulses,Staples,4.1,1518,"Foodgrains, Oil & Masala"
363,Organic Tattva Whole Black Urad 500 g,71.25,95.0,Dal and Pulses,Staples,4.1,2702,"Foodgrains, Oil & Masala"
366,Satyam Big Chawali 500 g,126.48,136.0,Dal and Pulses,Staples,2.0,2838,"Foodgrains, Oil & Masala"
367,Deccan Organic Black Urad Dal 500 g,88.0,110.0,Dal and Pulses,Staples,3.8,1683,"Foodgrains, Oil & Masala"
368,Deccan Organic Black Whole Urad 500 g,79.2,99.0,Dal and Pulses,Staples,4.3,4040,"Foodgrains, Oil & Masala"
370,R Proto Classic Toor Dal 1 kg,127.0,170.0,Dal and Pulses,Staples,5.0,2200,"Foodgrains, Oil & Masala"
371,Rentio Premium Deshi Oiled Toor Dal 1 kg,136.0,190.0,Dal and Pulses,Staples,4.2,4073,"Foodgrains, Oil & Masala"
372,Daawat Super Basmati Rice 1 kg,109.0,185.0,Rice and Rice Products,Staples,4.3,3700,"Foodgrains, Oil & Masala"
374,Daawat Devaaya Basmati Rice 1 kg,80.0,105.0,Rice and Rice Products,Staples,4.0,2715,"Foodgrains, Oil & Masala"
375,Daawat Pulav Basmati Rice 5 kg,495.0,625.0,Rice and Rice Products,Staples,4.0,3967,"Foodgrains, Oil & Masala"
376,Daawat Biryani Basmati Rice 1 kg,165.0,220.0,Rice and Rice Products,Staples,3.5,4002,"Foodgrains, Oil & Masala"
377,Daawat Brown Basmati Rice 1 kg,135.0,170.0,Rice and Rice Products,Staples,4.1,2962,"Foodgrains, Oil & Masala"
383,Varalakshmi Sabudana / Sago 500 g,49.0,70.0,Rice and Rice Products,Staples,4.0,2659,"Foodgrains, Oil & Masala"
384,Daawat Sehat Mogra 70 Basmati Rice 5 kg,235.0,335.0,Rice and Rice Products,Staples,4.4,1588,"Foodgrains, Oil & Masala"
385,Daawat Sehat Mini Mogra 60 Basmati Rice 5 kg,195.0,255.0,Rice and Rice Products,Staples,4.3,1144,"Foodgrains, Oil & Masala"
387,Good Life Big Sabudana / Sago 500 g,49.0,60.0,Rice and Rice Products,Staples,4.3,3300,"Foodgrains, Oil & Masala"
392,Daawat Rozana Gold Basmati Rice 1 kg,68.0,90.0,Rice and Rice Products,Staples,4.1,2357,"Foodgrains, Oil & Masala"
394,HMT Kolam Rice 10 kg,415.0,500.0,Rice and Rice Products,Staples,4.1,2331,"Foodgrains, Oil & Masala"
395,Tata Sampann White Poha 500 g,29.0,44.0,Rice and Rice Products,Staples,3.4,1643,"Foodgrains, Oil & Masala"
396,Loose HMT Kolam Rice 1 kg,40.0,47.0,Rice and Rice Products,Staples,4.0,1291,"Foodgrains, Oil & Masala"
397,Loose Surti Kolam Rice 1 kg,54.0,67.0,Rice and Rice Products,Staples,4.9,3675,"Foodgrains, Oil & Masala"
398,Loose Premium Wada Kolam Rice 1 kg,55.0,69.0,Rice and Rice Products,Staples,3.8,4134,"Foodgrains, Oil & Masala"
399,Pick N Cook Thick Poha / Aval 500 g,36.0,44.0,Rice and Rice Products,Staples,4.3,1363,"Foodgrains, Oil & Masala"
400,Pick N Cook Sabudana / Sago 500 g,63.0,74.0,Rice and Rice Products,Staples,5.0,4212,"Foodgrains, Oil & Masala"
401,Wada Kolam Rice 10 kg,579.0,800.0,Rice and Rice Products,Staples,3.9,1500,"Foodgrains, Oil & Masala"
402,Daawat Devaaya Everyday Rice 5 kg,225.0,465.0,Rice and Rice Products,Staples,3.3,2622,"Foodgrains, Oil & Masala"
403,India Gate Mini Mogra Basmati Rice 10 kg,370.0,485.0,Rice and Rice Products,Staples,4.0,3543,"Foodgrains, Oil & Masala"
404,India Gate Feast Rozzana Basmati Rice 5 kg,335.0,440.0,Rice and Rice Products,Staples,3.8,2525,"Foodgrains, Oil & Masala"
405,Daawat Dubar Basmati Rice 1 kg,99.0,115.0,Rice and Rice Products,Staples,4.2,1264,"Foodgrains, Oil & Masala"
407,Daawat Traditional Basmati Rice 1 kg,179.0,210.0,Rice and Rice Products,Staples,4.1,1771,"Foodgrains, Oil & Masala"
408,Daawat Super Basmati Rice 5 kg,545.0,920.0,Rice and Rice Products,Staples,3.8,4694,"Foodgrains, Oil & Masala"
410,Daawat Biryani Basmati Rice 5 kg,819.0,1097.0,Rice and Rice Products,Staples,3.8,3507,"Foodgrains, Oil & Masala"
411,Daawat Rozana Super Basmati Rice 5 kg,299.0,390.0,Rice and Rice Products,Staples,4.1,4524,"Foodgrains, Oil & Masala"
412,Kohinoor Lucknowi Biryani Kit 327 g,89.0,125.0,Rice and Rice Products,Staples,4.3,3612,"Foodgrains, Oil & Masala"
413,Good Life Tibar Basmati Rice 1 kg,65.0,99.0,Rice and Rice Products,Staples,3.5,3262,"Foodgrains, Oil & Masala"
415,Good Life Rozana Dubar Basmati Rice 5 kg,299.0,375.0,Rice and Rice Products,Staples,3.6,1656,"Foodgrains, Oil & Masala"
416,India Gate Super Rozzana Basmati Rice 1 kg,75.0,95.0,Rice and Rice Products,Staples,4.2,3953,"Foodgrains, Oil & Masala"
419,Good Life Biryani Basmati Rice 1 kg,85.0,120.0,Rice and Rice Products,Staples,2.0,4953,"Foodgrains, Oil & Masala"
420,Unity Rozzana Basmati Rice 5 kg,249.0,420.0,Rice and Rice Products,Staples,4.1,3445,"Foodgrains, Oil & Masala"
421,India Gate Mogra Basmati Rice 10 kg,470.0,575.0,Rice and Rice Products,Staples,3.0,3180,"Foodgrains, Oil & Masala"
422,India Gate Dubar Basmati Rice 5 kg,475.0,570.0,Rice and Rice Products,Staples,3.7,4934,"Foodgrains, Oil & Masala"
425,India Gate Super Basmati Rice 5 kg,549.0,870.0,Rice and Rice Products,Staples,3.8,4819,"Foodgrains, Oil & Masala"
426,India Gate Mini Mogra-II Basmati Rice 10 kg,295.0,375.0,Rice and Rice Products,Staples,4.1,3169,"Foodgrains, Oil & Masala"
428,India Gate Select Basmati Rice 1 kg,119.0,137.0,Rice and Rice Products,Staples,3.9,4285,"Foodgrains, Oil & Masala"
429,Loose Basmati Mogra Rice 1 kg,40.0,50.0,Rice and Rice Products,Staples,4.2,4366,"Foodgrains, Oil & Masala"
430,Loose Pulav Rice Standard 1 kg,54.0,64.0,Rice and Rice Products,Staples,3.8,2253,"Foodgrains, Oil & Masala"
431,India Gate Regular Choice Basmati Rice 5 kg,269.0,410.0,Rice and Rice Products,Staples,4.4,3398,"Foodgrains, Oil & Masala"
432,Kohinoor Dubar Basmati Rice 5 kg,440.0,620.0,Rice and Rice Products,Staples,4.3,2215,"Foodgrains, Oil & Masala"
433,Mini Mogra Rice 10 kg,399.0,450.0,Rice and Rice Products,Staples,3.1,3737,"Foodgrains, Oil & Masala"
435,Lal Qilla Traditional Basmati Rice 1 kg,179.0,195.0,Rice and Rice Products,Staples,1.0,3203,"Foodgrains, Oil & Masala"
436,Lal Qilla Traditional Special Old Malai Aged Basmati Rice 5 kg,879.0,970.0,Rice and Rice Products,Staples,3.9,4261,"Foodgrains, Oil & Masala"
437,India Gate Feast Rozzana Basmati Rice 1 kg,74.0,89.0,Rice and Rice Products,Staples,4.1,2435,"Foodgrains, Oil & Masala"
438,India Gate Regular Choice Basmati Rice 10 kg,599.0,770.0,Rice and Rice Products,Staples,4.2,2046,"Foodgrains, Oil & Masala"
439,Kohinoor Authentic Supreme Basmati Rice 1 kg,169.0,229.0,Rice and Rice Products,Staples,4.0,4267,"Foodgrains, Oil & Masala"
440,507 Gold Indian Basmati Rice 5 kg,439.0,495.0,Rice and Rice Products,Staples,2.8,1086,"Foodgrains, Oil & Masala"
441,Lal Qilla Elite Dubar Basmati Rice 1 kg,75.0,85.0,Rice and Rice Products,Staples,4.2,1992,"Foodgrains, Oil & Masala"
442,Golden Chhap Aged Basmati Rice 5 kg,580.0,645.0,Rice and Rice Products,Staples,4.4,3622,"Foodgrains, Oil & Masala"
444,Daawat Sehat Mini Mogra II Basmati Rice 10 kg,289.0,390.0,Rice and Rice Products,Staples,5.0,2272,"Foodgrains, Oil & Masala"
445,Good Life Bhadang Murmura 500 g,61.0,68.0,Rice and Rice Products,Staples,4.0,1663,"Foodgrains, Oil & Masala"
447,Lal Qilla Elite Tibar Basmati Rice 5 kg,465.0,520.0,Rice and Rice Products,Staples,4.2,2639,"Foodgrains, Oil & Masala"
448,Lal Qilla Classic Whiteline Basmati Rice 1 kg,155.0,175.0,Rice and Rice Products,Staples,4.4,1466,"Foodgrains, Oil & Masala"
449,Lal Qilla Classic Whiteline Basmati Rice 5 kg,779.0,870.0,Rice and Rice Products,Staples,4.3,4122,"Foodgrains, Oil & Masala"
450,Lal Qilla Majestic Extra Long Grain Basmati Rice 5 kg,599.0,670.0,Rice and Rice Products,Staples,3.8,3598,"Foodgrains, Oil & Masala"
451,Lal Qilla Brown Basmati Rice 5 kg,675.0,750.0,Rice and Rice Products,Staples,1.0,3097,"Foodgrains, Oil & Masala"
452,Lal Qilla Elite Tibar Basmati Rice 1 kg,95.0,105.0,Rice and Rice Products,Staples,3.5,1873,"Foodgrains, Oil & Masala"
456,Pick N Cook Thick Poha / Aval 1 kg,59.0,85.0,Rice and Rice Products,Staples,4.2,2453,"Foodgrains, Oil & Masala"
459,Good Life Jirasar Rice 1 kg,49.0,59.0,Rice and Rice Products,Staples,4.0,3246,"Foodgrains, Oil & Masala"
460,Good Life Premium Ponni Boiled Rice 1 kg,57.0,62.0,Rice and Rice Products,Staples,4.0,3207,"Foodgrains, Oil & Masala"
462,Good Life Premium Sona Masuri Rice 1 kg,55.0,72.0,Rice and Rice Products,Staples,4.4,1176,"Foodgrains, Oil & Masala"
464,Good Life Boiled Kolam Rice 1 kg,42.0,55.0,Rice and Rice Products,Staples,5.0,4486,"Foodgrains, Oil & Masala"
465,Good Life Small Sabudana / Sago 500 g,49.0,60.0,Rice and Rice Products,Staples,4.3,1580,"Foodgrains, Oil & Masala"
466,Pick N Cook Premium Surti Kolam Rice 10 kg,535.0,800.0,Rice and Rice Products,Staples,4.5,1623,"Foodgrains, Oil & Masala"
467,Good Life Ambemohar Raw Rice 1 kg,85.0,108.0,Rice and Rice Products,Staples,4.1,4169,"Foodgrains, Oil & Masala"
469,Good Life Matta Vadi Rice 1 kg,65.0,70.0,Rice and Rice Products,Staples,4.8,4095,"Foodgrains, Oil & Masala"
471,Pick N Cook Thin Poha / Aval 500 g,37.0,44.0,Rice and Rice Products,Staples,4.4,3375,"Foodgrains, Oil & Masala"
473,Satyam Kurmura (A) 200 g,39.0,43.0,Rice and Rice Products,Staples,4.2,2227,"Foodgrains, Oil & Masala"
474,Satyam Makai Powa 200 g,18.0,20.0,Rice and Rice Products,Staples,4.3,3847,"Foodgrains, Oil & Masala"
475,Satyam Thin Poha (A) 500 g,35.0,38.0,Rice and Rice Products,Staples,4.2,3897,"Foodgrains, Oil & Masala"
476,Praakritik Organic Indrayani Rice 500 g,65.1,70.0,Rice and Rice Products,Staples,4.0,1799,"Foodgrains, Oil & Masala"
477,Wada Kolam Premium Rice 2kg,118.0,150.0,Rice and Rice Products,Staples,4.4,2920,"Foodgrains, Oil & Masala"
478,Omsom Sona Masoori Raw Rice 5 kg,339.0,445.0,Rice and Rice Products,Staples,3.4,3713,"Foodgrains, Oil & Masala"
479,Praakritik Organic Extra Long Traditional Basmati Rice 500 g,158.1,170.0,Rice and Rice Products,Staples,4.1,4230,"Foodgrains, Oil & Masala"
480,Satyam Kurmura (R) 200 g,21.0,23.0,Rice and Rice Products,Staples,3.8,1455,"Foodgrains, Oil & Masala"
482,24 Mantra Organic Puffed Rice / Murmura 200 g,37.2,40.0,Rice and Rice Products,Staples,3.9,3869,"Foodgrains, Oil & Masala"
483,Satyam Sugandhi Powa 500 g,51.0,55.0,Rice and Rice Products,Staples,4.0,2988,"Foodgrains, Oil & Masala"
484,MeraKisan Organic Brown Rice 500 g,66.96,72.0,Rice and Rice Products,Staples,4.7,4242,"Foodgrains, Oil & Masala"
485,MeraKisan Organic White Poha 500 g,64.17,69.0,Rice and Rice Products,Staples,4.0,4118,"Foodgrains, Oil & Masala"
486,MeraKisan Organic Brown Poha 500 g,79.98,86.0,Rice and Rice Products,Staples,4.7,4996,"Foodgrains, Oil & Masala"
487,Praakritik Organic Poha 500 g,111.6,120.0,Rice and Rice Products,Staples,3.0,4489,"Foodgrains, Oil & Masala"
488,Lal Qilla Majestic Extra Long Grain Basmati Rice 1 kg,122.0,135.0,Rice and Rice Products,Staples,3.5,1199,"Foodgrains, Oil & Masala"
490,24 Mantra Organic Basmati Rice 1 kg,232.5,250.0,Rice and Rice Products,Staples,4.4,3484,"Foodgrains, Oil & Masala"
491,MeraKisan Organic White Basmathi Rice 500 g,108.81,117.0,Rice and Rice Products,Staples,4.1,1239,"Foodgrains, Oil & Masala"
492,24 Mantra Organic Sona Masoori Rice 1 kg,88.35,95.0,Rice and Rice Products,Staples,3.8,4839,"Foodgrains, Oil & Masala"
493,24 Mantra Organic Hand Pounded Sonamasuri Rice 1 kg,88.35,95.0,Rice and Rice Products,Staples,4.2,4748,"Foodgrains, Oil & Masala"
494,Fortune Physically Refined Ricebran Oil 5 L + Daawat Devaaya Basmati Rice 5 kg (Combo Pack),1075.0,1420.0,Edible oils,Staples,3.9,4426,"Foodgrains, Oil & Masala"
496,Saffola Active RiceBran Based Blended Oil 5 L,948.0,1020.0,Edible oils,Staples,2.3,2852,"Foodgrains, Oil & Masala"
498,Super Sarvottam Physically Refined 100% Rice Bran Oil 1 L,139.0,178.0,Edible oils,Staples,4.3,3635,"Foodgrains, Oil & Masala"
500,Fortune Premium Kachi Ghani Pure Mustard Oil 1 L,183.0,230.0,Edible oils,Staples,4.4,3495,"Foodgrains, Oil & Masala"
501,Fortune Refined Soyabean Oil 1 L,157.0,200.0,Edible oils,Staples,4.4,2813,"Foodgrains, Oil & Masala"
502,Gulab Double Filtered Groundnut Oil 1 L,170.0,236.0,Edible oils,Staples,4.0,2799,"Foodgrains, Oil & Masala"
503,Gulab Double Filtered Groundnut Oil 5 L,875.0,1217.0,Edible oils,Staples,5.0,4723,"Foodgrains, Oil & Masala"
504,Good Life Kachi Ghani Mustard Oil 1 L (Pouch),165.0,210.0,Edible oils,Staples,4.4,3313,"Foodgrains, Oil & Masala"
505,Super Sarvottam Sunflower Oil 1 L,169.0,185.0,Edible oils,Staples,4.2,4748,"Foodgrains, Oil & Masala"
506,Fortune Sunlite Refined Sunflower Oil 1 L,172.0,245.0,Edible oils,Staples,4.2,2991,"Foodgrains, Oil & Masala"
508,Saffola Gold Pro Healthy Lifestyle Rice Bran Based Blended Oil 5 L,1115.0,1198.0,Edible oils,Staples,3.7,3950,"Foodgrains, Oil & Masala"
510,Gemini Refined Sunflower Oil 1 L,174.0,195.0,Edible oils,Staples,4.3,2694,"Foodgrains, Oil & Masala"
511,Fortune Kachi Ghani Mustard Oil 1 L,185.0,234.0,Edible oils,Staples,3.8,2707,"Foodgrains, Oil & Masala"
514,Ruchi Gold Refined Palmolein Oil 1 L,129.0,170.0,Edible oils,Staples,4.2,4726,"Foodgrains, Oil & Masala"
515,Good Life Filtered Groundnut Oil 1 L,169.0,185.0,Edible oils,Staples,4.1,4353,"Foodgrains, Oil & Masala"
516,KLF Coconad Pure Coconut Oil 1 L,259.0,315.0,Edible oils,Staples,4.3,4017,"Foodgrains, Oil & Masala"
517,Dhara Filtered Groundnut Oil 1 L,195.0,255.0,Edible oils,Staples,2.8,1422,"Foodgrains, Oil & Masala"
518,Figaro Olive Oil 200 ml,249.0,299.0,Edible oils,Staples,4.7,2714,"Foodgrains, Oil & Masala"
519,Gemini Filtered Groundnut Oil 1 L,189.0,225.0,Edible oils,Staples,4.5,2769,"Foodgrains, Oil & Masala"
520,Saffola Tasty Pro Fitness Concious Corn Based Blended Oil 1 L,189.0,203.0,Edible oils,Staples,3.5,4166,"Foodgrains, Oil & Masala"
521,Dalda Vanaspati 500 ml,81.0,105.0,Edible oils,Staples,3.5,3614,"Foodgrains, Oil & Masala"
522,KLF Pure Coconut Oil 500 ml,139.0,152.0,Edible oils,Staples,4.3,4361,"Foodgrains, Oil & Masala"
523,Saffola Tasty Pro Fitness Concious Corn Based Blended Oil 5 L,945.0,1015.0,Edible oils,Staples,4.7,1922,"Foodgrains, Oil & Masala"
525,Dhara Filtered Groundnut Oil 5 L,979.0,1100.0,Edible oils,Staples,4.8,3646,"Foodgrains, Oil & Masala"
526,Gulab Health Refined Cottonseed Oil 5 L,810.0,1118.0,Edible oils,Staples,4.1,1155,"Foodgrains, Oil & Masala"
527,Sundrop SuperLite Advanced Sunflower Oil 3 L,675.0,729.0,Edible oils,Staples,4.6,2119,"Foodgrains, Oil & Masala"
528,Leonardo Pomace Olive Oil 5 L,1799.0,4699.0,Edible oils,Staples,4.0,1602,"Foodgrains, Oil & Masala"
529,Gulab Cold Pressed Extra Virgin Coconut Oil 1 L,659.0,740.0,Edible oils,Staples,3.0,1074,"Foodgrains, Oil & Masala"
530,Bertolli Olive Oil 1 L,999.0,1225.0,Edible oils,Staples,4.1,2256,"Foodgrains, Oil & Masala"
531,Gulab Cold Pressed Coconut Oil 1 L,435.0,490.0,Edible oils,Staples,3.7,1348,"Foodgrains, Oil & Masala"
534,Dalda Kacchi Ghani Mustard Oil 1 L,163.0,225.0,Edible oils,Staples,5.0,3959,"Foodgrains, Oil & Masala"
535,Sundrop Lite Sunflower Based Blended Oil 1 L,209.0,225.0,Edible oils,Staples,4.0,1590,"Foodgrains, Oil & Masala"
536,Gulab Health Refined Cottonseed Oil 1 L,159.0,218.0,Edible oils,Staples,5.0,1962,"Foodgrains, Oil & Masala"
537,Oleev Active Blended Edible Vegetable Oil 1 L,245.0,265.0,Edible oils,Staples,5.0,1766,"Foodgrains, Oil & Masala"
538,Figaro Olive Oil 100 ml,131.0,165.0,Edible oils,Staples,5.0,2551,"Foodgrains, Oil & Masala"
539,Tilsona Gold Til Oil 1 L,315.0,339.0,Edible oils,Staples,4.4,2294,"Foodgrains, Oil & Masala"
540,TilSona Gold Til Oil 500 ml,167.0,180.0,Edible oils,Staples,3.8,4531,"Foodgrains, Oil & Masala"
541,Figaro Olive Oil 500 ml,459.0,575.0,Edible oils,Staples,4.5,2957,"Foodgrains, Oil & Masala"
542,Leonardo Extra Light Olive Oil 2 L,1039.0,2799.0,Edible oils,Staples,2.8,4415,"Foodgrains, Oil & Masala"
543,Sundrop Heart RiceBran Based Blended Oil 1 L,214.0,230.0,Edible oils,Staples,4.0,1476,"Foodgrains, Oil & Masala"
544,Borges Extra Light Olive Oil 2 L,1149.0,2600.0,Edible oils,Staples,4.3,3978,"Foodgrains, Oil & Masala"
545,Oleev Active Blended Edible Vegetable Oil 5 L,1295.0,1395.0,Edible oils,Staples,4.2,2062,"Foodgrains, Oil & Masala"
548,Saffola Total Pro Heart Concious RiceBran Based Blended Oil 5 L,1169.0,1260.0,Edible oils,Staples,3.3,1491,"Foodgrains, Oil & Masala"
549,Fortune Xpert Pro Sugar Conscious Blended Vegetable Oil 1 L,169.0,185.0,Edible oils,Staples,4.2,3526,"Foodgrains, Oil & Masala"
550,RRO Premium Gingelly / Til Oil 1 L,295.0,330.0,Edible oils,Staples,3.5,4060,"Foodgrains, Oil & Masala"
